aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
SU0066|AL0002|SU|Boeing 717|ACTIVE
SU0067|AL0002|SU|Airbus A330|ACTIVE
SU0068|AL0002|SU|Airbus A330|INACTIVE
SU0069|AL0002|SU|Airbus A380|ACTIVE
SU0070|AL0002|SU|Airbus A300|ACTIVE
SU0071|AL0002|SU|Boeing 737|INACTIVE
SU0072|AL0002|SU|Boeing 717|ACTIVE
SU0073|AL0002|SU|Boeing 787|INACTIVE
SU0074|AL0002|SU|Airbus A321|INACTIVE
SU0075|AL0002|SU|Airbus A310|ACTIVE
SU0076|AL0002|SU|Airbus A319|INACTIVE
SU0077|AL0002|SU|Boeing 747|INACTIVE
SU0078|AL0002|SU|Boeing 727|ACTIVE
SU0079|AL0002|SU|Boeing 757|INACTIVE
SU0080|AL0002|SU|Boeing 787|ACTIVE
SU0081|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0082|AL0002|SU|Airbus A321|ACTIVE
SU0083|AL0002|SU|Airbus A310|ACTIVE
SU0084|AL0002|SU|Boeing 777|ACTIVE
SU0085|AL0002|SU|Airbus A320|INACTIVE
SU0086|AL0002|SU|Boeing 727|INACTIVE
SU0087|AL0002|SU|Airbus A330|ACTIVE
SU0088|AL0002|SU|Airbus A310|ACTIVE
SU0089|AL0002|SU|Airbus A300|INACTIVE
SU0090|AL0002|SU|Airbus A320|ACTIVE
SU0091|AL0002|SU|Boeing 717|INACTIVE
SU0092|AL0002|SU|Boeing 787|INACTIVE
SU0093|AL0002|SU|Airbus A318|ACTIVE
SU0094|AL0002|SU|Boeing 767|ACTIVE
SU0095|AL0002|SU|Boeing 767|INACTIVE
SU0096|AL0002|SU|Boeing 727|ACTIVE
SU0097|AL0002|SU|Boeing 737|ACTIVE
SU0098|AL0002|SU|Airbus A310|INACTIVE
SU0099|AL0002|SU|Boeing 737|ACTIVE
SU0100|AL0002|SU|Boeing 727|ACTIVE
SU0101|AL0002|SU|Boeing 777|ACTIVE
SU0102|AL0002|SU|Airbus A319|ACTIVE
SU0103|AL0002|SU|Airbus A330|ACTIVE
SU0104|AL0002|SU|Airbus A330|INACTIVE
SU0105|AL0002|SU|Airbus A330|ACTIVE
SU0106|AL0002|SU|Airbus A318|INACTIVE
SU0107|AL0002|SU|Airbus A330|ACTIVE
SU0108|AL0002|SU|Airbus A320|ACTIVE
SU0109|AL0002|SU|Boeing 737|INACTIVE
SU0110|AL0002|SU|Boeing 757|ACTIVE
SU0111|AL0002|SU|Boeing 777|ACTIVE
SU0112|AL0002|SU|Boeing 717|ACTIVE
SU0113|AL0002|SU|Boeing 727|ACTIVE
SU0114|AL0002|SU|Boeing 787|ACTIVE
SU0115|AL0002|SU|Boeing 787|ACTIVE
SU0116|AL0002|SU|Boeing 767|INACTIVE
SU0117|AL0002|SU|Boeing 757|ACTIVE
SU0118|AL0002|SU|Airbus A321|INACTIVE
SU0119|AL0002|SU|Boeing 787|ACTIVE
SU0120|AL0002|SU|Boeing 717|ACTIVE
SU0121|AL0002|SU|Airbus A310|INACTIVE
SU0122|AL0002|SU|Airbus A321|ACTIVE
SU0123|AL0002|SU|Airbus A340|ACTIVE
SU0124|AL0002|SU|Boeing 717|INACTIVE
SU0125|AL0002|SU|Airbus A310|ACTIVE
SU0126|AL0002|SU|Airbus A330|ACTIVE
SU0127|AL0002|SU|Boeing 777|INACTIVE
SU0128|AL0002|SU|Airbus A330|INACTIVE
SU0129|AL0002|SU|Boeing 767|ACTIVE
SU0130|AL0002|SU|Airbus A340|INACTIVE
SU0131|AL0002|SU|Boeing 767|INACTIVE
SU0132|AL0002|SU|Boeing 757|ACTIVE
SU0133|AL0002|SU|Airbus A321|INACTIVE
SU0134|AL0002|SU|Boeing 777|ACTIVE
SU0135|AL0002|SU|Boeing 747|ACTIVE
SU0136|AL0002|SU|Airbus A330|ACTIVE
SU0137|AL0002|SU|Boeing 767|ACTIVE
SU0138|AL0002|SU|Boeing 777|ACTIVE
SU0139|AL0002|SU|Boeing 777|INACTIVE
SU0140|AL0002|SU|Airbus A319|INACTIVE
SU0141|AL0002|SU|Airbus A340|ACTIVE
SU0142|AL0002|SU|Airbus A300|ACTIVE
SU0143|AL0002|SU|Airbus A380|INACTIVE
SU0144|AL0002|SU|Boeing 787|ACTIVE
SU0145|AL0002|SU|Boeing 787|ACTIVE
SU0146|AL0002|SU|Boeing 707|INACTIVE
SU0147|AL0002|SU|Boeing 757|ACTIVE
SU0148|AL0002|SU|Boeing 717|INACTIVE
SU0149|AL0002|SU|Airbus A330|ACTIVE
SU0150|AL0002|SU|Boeing 737|ACTIVE
SU0151|AL0002|SU|Boeing 777|ACTIVE
SU0152|AL0002|SU|Airbus A310|ACTIVE
SU0153|AL0002|SU|Airbus A340|ACTIVE
SU0154|AL0002|SU|Airbus A320|INACTIVE
SU0155|AL0002|SU|Boeing 757|INACTIVE
SU0156|AL0002|SU|Boeing 787|ACTIVE
SU0157|AL0002|SU|Airbus A320|ACTIVE
SU0158|AL0002|SU|Airbus A330|INACTIVE
SU0159|AL0002|SU|Boeing 707|ACTIVE
SU0160|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0161|AL0002|SU|Airbus A321|ACTIVE
SU0162|AL0002|SU|Boeing 777|ACTIVE
SU0163|AL0002|SU|Airbus A321|ACTIVE
SU0164|AL0002|SU|Airbus A310|INACTIVE
SU0165|AL0002|SU|Airbus A318|ACTIVE
SU0166|AL0002|SU|Airbus A300|INACTIVE
SU0167|AL0002|SU|Boeing 707|ACTIVE
SU0168|AL0002|SU|Boeing 717|ACTIVE
SU0169|AL0002|SU|Boeing 717|ACTIVE
SU0170|AL0002|SU|Airbus A321|ACTIVE
SU0171|AL0002|SU|Airbus A321|ACTIVE
SU0172|AL0002|SU|Boeing 777|ACTIVE
SU0173|AL0002|SU|Boeing 787|INACTIVE
SU0174|AL0002|SU|Boeing 787|ACTIVE
SU0175|AL0002|SU|Airbus A340|ACTIVE
SU0176|AL0002|SU|Airbus A310|ACTIVE
SU0177|AL0002|SU|Airbus A320|ACTIVE
SU0178|AL0002|SU|Boeing 767|INACTIVE
SU0179|AL0002|SU|Airbus A330|INACTIVE
SU0180|AL0002|SU|Airbus A300|ACTIVE
SU0181|AL0002|SU|Boeing 707|INACTIVE
SU0182|AL0002|SU|Boeing 777|INACTIVE
SU0183|AL0002|SU|Boeing 787|ACTIVE
SU0184|AL0002|SU|Boeing 717|ACTIVE
SU0185|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0186|AL0002|SU|Airbus A330|ACTIVE
SU0187|AL0002|SU|Boeing 727|INACTIVE
SU0188|AL0002|SU|Boeing 777|INACTIVE
SU0189|AL0002|SU|Airbus A319|ACTIVE
SU0190|AL0002|SU|Airbus A319|INACTIVE
SU0191|AL0002|SU|Airbus A300|INACTIVE
SU0192|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0193|AL0002|SU|Boeing 747|INACTIVE
SU0194|AL0002|SU|Airbus A319|INACTIVE
SU0195|AL0002|SU|Airbus A321|ACTIVE
SU0196|AL0002|SU|Airbus A380|ACTIVE
SU0197|AL0002|SU|Boeing 757|INACTIVE
SU0198|AL0002|SU|Boeing 707|ACTIVE
SU0199|AL0002|SU|Airbus A350 XWB|INACTIVE
SU0200|AL0002|SU|Airbus A319|ACTIVE
SU0201|AL0002|SU|Airbus A380|ACTIVE
SU0202|AL0002|SU|Boeing 747|INACTIVE
SU0203|AL0002|SU|Boeing 737|INACTIVE
SU0204|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0205|AL0002|SU|Airbus A380|ACTIVE
SU0206|AL0002|SU|Boeing 787|INACTIVE
SU0207|AL0002|SU|Airbus A319|ACTIVE
SU0208|AL0002|SU|Airbus A340|INACTIVE
SU0209|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0210|AL0002|SU|Airbus A318|ACTIVE
SU0211|AL0002|SU|Airbus A330|ACTIVE
SU0212|AL0002|SU|Airbus A300|ACTIVE
SU0213|AL0002|SU|Airbus A310|ACTIVE
SU0214|AL0002|SU|Airbus A300|ACTIVE
SU0215|AL0002|SU|Airbus A319|INACTIVE
SU0216|AL0002|SU|Boeing 727|ACTIVE
SU0217|AL0002|SU|Airbus A330|ACTIVE
SU0218|AL0002|SU|Boeing 787|ACTIVE
SU0219|AL0002|SU|Airbus A321|ACTIVE
SU0220|AL0002|SU|Airbus A300|ACTIVE
SU0221|AL0002|SU|Airbus A319|INACTIVE
SU0222|AL0002|SU|Boeing 757|ACTIVE
SU0223|AL0002|SU|Airbus A300|INACTIVE
SU0224|AL0002|SU|Airbus A340|ACTIVE
SU0225|AL0002|SU|Boeing 787|ACTIVE
SU0226|AL0002|SU|Airbus A350 XWB|INACTIVE
SU0227|AL0002|SU|Boeing 747|INACTIVE
SU0228|AL0002|SU|Airbus A321|ACTIVE
SU0229|AL0002|SU|Airbus A380|ACTIVE
SU0230|AL0002|SU|Boeing 707|INACTIVE
SU0231|AL0002|SU|Airbus A300|ACTIVE
SU0232|AL0002|SU|Boeing 787|ACTIVE
SU0233|AL0002|SU|Airbus A310|ACTIVE
SU0234|AL0002|SU|Airbus A330|ACTIVE
SU0235|AL0002|SU|Airbus A350 XWB|ACTIVE
SU0236|AL0002|SU|Airbus A340|INACTIVE
SU0237|AL0002|SU|Airbus A300|ACTIVE
SU0238|AL0002|SU|Boeing 777|ACTIVE
SU0239|AL0002|SU|Boeing 757|INACTIVE
SU0240|AL0002|SU|Airbus A330|ACTIVE
SU0241|AL0002|SU|Airbus A321|INACTIVE
SU0242|AL0002|SU|Airbus A318|ACTIVE
SU0243|AL0002|SU|Airbus A340|ACTIVE
SU0244|AL0002|SU|Boeing 767|ACTIVE
SU0245|AL0002|SU|Boeing 777|ACTIVE
SU0246|AL0002|SU|Airbus A350 XWB|ACTIVE
G90000|AL0003|G9|Airbus A330|ACTIVE
G90001|AL0003|G9|Airbus A300|INACTIVE
G90002|AL0003|G9|Boeing 767|INACTIVE
G90003|AL0003|G9|Boeing 727|ACTIVE
G90004|AL0003|G9|Airbus A300|ACTIVE
G90005|AL0003|G9|Airbus A350 XWB|INACTIVE
G90006|AL0003|G9|Airbus A300|ACTIVE
G90007|AL0003|G9|Airbus A319|ACTIVE
G90008|AL0003|G9|Airbus A330|ACTIVE
G90009|AL0003|G9|Boeing 777|ACTIVE
G90010|AL0003|G9|Boeing 777|ACTIVE
G90011|AL0003|G9|Boeing 707|ACTIVE
G90012|AL0003|G9|Airbus A320|ACTIVE
G90013|AL0003|G9|Boeing 747|ACTIVE
G90014|AL0003|G9|Airbus A350 XWB|ACTIVE
G90015|AL0003|G9|Boeing 767|ACTIVE
G90016|AL0003|G9|Boeing 777|INACTIVE
G90017|AL0003|G9|Boeing 737|ACTIVE
G90018|AL0003|G9|Airbus A321|ACTIVE
G90019|AL0003|G9|Airbus A340|INACTIVE
G90020|AL0003|G9|Boeing 757|ACTIVE
G90021|AL0003|G9|Airbus A319|ACTIVE
G90022|AL0003|G9|Boeing 757|INACTIVE
G90023|AL0003|G9|Airbus A318|ACTIVE
G90024|AL0003|G9|Boeing 727|ACTIVE
G90025|AL0003|G9|Airbus A300|ACTIVE
G90026|AL0003|G9|Boeing 707|INACTIVE
G90027|AL0003|G9|Boeing 767|ACTIVE
G90028|AL0003|G9|Boeing 777|ACTIVE
G90029|AL0003|G9|Airbus A300|INACTIVE
G90030|AL0003|G9|Airbus A350 XWB|ACTIVE
G90031|AL0003|G9|Airbus A310|INACTIVE
G90032|AL0003|G9|Boeing 767|INACTIVE
G90033|AL0003|G9|Boeing 787|ACTIVE
G90034|AL0003|G9|Boeing 727|INACTIVE
G90035|AL0003|G9|Airbus A380|ACTIVE
G90036|AL0003|G9|Airbus A321|ACTIVE
G90037|AL0003|G9|Airbus A350 XWB|INACTIVE
G90038|AL0003|G9|Boeing 767|ACTIVE
G90039|AL0003|G9|Boeing 737|ACTIVE
G90040|AL0003|G9|Boeing 717|ACTIVE
G90041|AL0003|G9|Boeing 727|ACTIVE
G90042|AL0003|G9|Airbus A300|ACTIVE
G90043|AL0003|G9|Boeing 717|ACTIVE
G90044|AL0003|G9|Boeing 777|ACTIVE
G90045|AL0003|G9|Airbus A318|ACTIVE
G90046|AL0003|G9|Boeing 717|INACTIVE
G90047|AL0003|G9|Airbus A318|ACTIVE
G90048|AL0003|G9|Boeing 787|ACTIVE
G90049|AL0003|G9|Boeing 777|INACTIVE
G90050|AL0003|G9|Boeing 787|ACTIVE
G90051|AL0003|G9|Airbus A350 XWB|ACTIVE
G90052|AL0003|G9|Boeing 747|INACTIVE
G90053|AL0003|G9|Airbus A318|ACTIVE
G90054|AL0003|G9|Airbus A350 XWB|ACTIVE
G90055|AL0003|G9|Airbus A300|ACTIVE
G90056|AL0003|G9|Boeing 757|ACTIVE
G90057|AL0003|G9|Boeing 787|ACTIVE
G90058|AL0003|G9|Boeing 717|ACTIVE
G90059|AL0003|G9|Airbus A350 XWB|ACTIVE
G90060|AL0003|G9|Airbus A330|ACTIVE
G90061|AL0003|G9|Boeing 707|ACTIVE
G90062|AL0003|G9|Boeing 757|ACTIVE
G90063|AL0003|G9|Boeing 717|ACTIVE
G90064|AL0003|G9|Boeing 777|INACTIVE
G90065|AL0003|G9|Boeing 787|ACTIVE
G90066|AL0003|G9|Boeing 787|ACTIVE
G90067|AL0003|G9|Airbus A320|INACTIVE
G90068|AL0003|G9|Airbus A340|INACTIVE
G90069|AL0003|G9|Boeing 767|ACTIVE
G90070|AL0003|G9|Boeing 727|ACTIVE
G90071|AL0003|G9|Boeing 707|ACTIVE
G90072|AL0003|G9|Boeing 717|ACTIVE
G90073|AL0003|G9|Airbus A340|ACTIVE
G90074|AL0003|G9|Airbus A319|ACTIVE
G90075|AL0003|G9|Boeing 727|ACTIVE
G90076|AL0003|G9|Boeing 717|INACTIVE
G90077|AL0003|G9|Airbus A310|ACTIVE
G90078|AL0003|G9|Boeing 767|ACTIVE
G90079|AL0003|G9|Airbus A310|INACTIVE
G90080|AL0003|G9|Airbus A380|INACTIVE
G90081|AL0003|G9|Airbus A321|ACTIVE
G90082|AL0003|G9|Boeing 717|INACTIVE
G90083|AL0003|G9|Airbus A319|ACTIVE
G90084|AL0003|G9|Boeing 757|ACTIVE
G90085|AL0003|G9|Boeing 767|INACTIVE
G90086|AL0003|G9|Boeing 717|ACTIVE
G90087|AL0003|G9|Airbus A350 XWB|ACTIVE
G90088|AL0003|G9|Boeing 787|INACTIVE
G90089|AL0003|G9|Boeing 787|INACTIVE
G90090|AL0003|G9|Boeing 767|ACTIVE
G90091|AL0003|G9|Airbus A321|INACTIVE
G90092|AL0003|G9|Boeing 757|ACTIVE
G90093|AL0003|G9|Airbus A310|ACTIVE
G90094|AL0003|G9|Boeing 767|INACTIVE
G90095|AL0003|G9|Airbus A319|INACTIVE
G90096|AL0003|G9|Airbus A318|ACTIVE
G90097|AL0003|G9|Boeing 737|ACTIVE
G90098|AL0003|G9|Airbus A300|INACTIVE
G90099|AL0003|G9|Airbus A310|ACTIVE
G90100|AL0003|G9|Airbus A340|INACTIVE
G90101|AL0003|G9|Airbus A321|ACTIVE
G90102|AL0003|G9|Airbus A319|ACTIVE
G90103|AL0003|G9|Boeing 787|INACTIVE
G90104|AL0003|G9|Boeing 787|INACTIVE
G90105|AL0003|G9|Boeing 737|ACTIVE
G90106|AL0003|G9|Airbus A350 XWB|ACTIVE
G90107|AL0003|G9|Airbus A300|ACTIVE
G90108|AL0003|G9|Boeing 777|ACTIVE
G90109|AL0003|G9|Boeing 727|ACTIVE
G90110|AL0003|G9|Boeing 757|INACTIVE
G90111|AL0003|G9|Airbus A350 XWB|ACTIVE
G90112|AL0003|G9|Boeing 727|ACTIVE
G90113|AL0003|G9|Airbus A318|ACTIVE
G90114|AL0003|G9|Boeing 767|ACTIVE
G90115|AL0003|G9|Airbus A321|INACTIVE
G90116|AL0003|G9|Boeing 717|ACTIVE
G90117|AL0003|G9|Boeing 767|ACTIVE
G90118|AL0003|G9|Boeing 747|ACTIVE
G90119|AL0003|G9|Boeing 707|ACTIVE
G90120|AL0003|G9|Airbus A310|ACTIVE
G90121|AL0003|G9|Boeing 727|INACTIVE
G90122|AL0003|G9|Airbus A319|ACTIVE
G90123|AL0003|G9|Airbus A321|ACTIVE
G90124|AL0003|G9|Boeing 777|ACTIVE
G90125|AL0003|G9|Boeing 757|ACTIVE
G90126|AL0003|G9|Boeing 767|ACTIVE
G90127|AL0003|G9|Boeing 777|INACTIVE
G90128|AL0003|G9|Boeing 737|ACTIVE
G90129|AL0003|G9|Airbus A318|ACTIVE
G90130|AL0003|G9|Airbus A318|INACTIVE
G90131|AL0003|G9|Airbus A340|ACTIVE
G90132|AL0003|G9|Airbus A321|ACTIVE
AK0000|AL0004|AK|Boeing 777|ACTIVE
AK0001|AL0004|AK|Boeing 767|INACTIVE
AK0002|AL0004|AK|Boeing 777|ACTIVE
AK0003|AL0004|AK|Airbus A310|ACTIVE
AK0004|AL0004|AK|Boeing 757|ACTIVE
AK0005|AL0004|AK|Airbus A350 XWB|ACTIVE
AK0006|AL0004|AK|Airbus A300|ACTIVE
AK0007|AL0004|AK|Boeing 757|INACTIVE
AK0008|AL0004|AK|Airbus A340|INACTIVE
AK0009|AL0004|AK|Boeing 707|ACTIVE
AK0010|AL0004|AK|Boeing 727|INACTIVE
AK0011|AL0004|AK|Airbus A310|ACTIVE
AK0012|AL0004|AK|Boeing 737|ACTIVE
AK0013|AL0004|AK|Boeing 767|INACTIVE
AK0014|AL0004|AK|Airbus A318|ACTIVE
AK0015|AL0004|AK|Airbus A310|ACTIVE
AK0016|AL0004|AK|Boeing 777|ACTIVE
AK0017|AL0004|AK|Airbus A318|INACTIVE
AK0018|AL0004|AK|Airbus A310|ACTIVE
AK0019|AL0004|AK|Boeing 727|INACTIVE
AK0020|AL0004|AK|Airbus A318|INACTIVE
AK0021|AL0004|AK|Boeing 737|ACTIVE
AK0022|AL0004|AK|Airbus A330|ACTIVE
AK0023|AL0004|AK|Boeing 787|ACTIVE
AK0024|AL0004|AK|Airbus A350 XWB|ACTIVE
AK0025|AL0004|AK|Boeing 707|INACTIVE
AK0026|AL0004|AK|Airbus A350 XWB|INACTIVE
AK0027|AL0004|AK|Airbus A319|ACTIVE
AK0028|AL0004|AK|Airbus A320|ACTIVE
AK0029|AL0004|AK|Airbus A319|ACTIVE
AK0030|AL0004|AK|Airbus A350 XWB|ACTIVE
AK0031|AL0004|AK|Airbus A350 XWB|INACTIVE
AK0032|AL0004|AK|Airbus A340|INACTIVE
AK0033|AL0004|AK|Boeing 727|ACTIVE
AK0034|AL0004|AK|Boeing 737|ACTIVE
AK0035|AL0004|AK|Boeing 727|ACTIVE
AK0036|AL0004|AK|Boeing 767|ACTIVE
AK0037|AL0004|AK|Airbus A330|INACTIVE
AK0038|AL0004|AK|Boeing 747|ACTIVE
AK0039|AL0004|AK|Boeing 757|ACTIVE
AK0040|AL0004|AK|Airbus A321|ACTIVE
AK0041|AL0004|AK|Airbus A320|ACTIVE
AK0042|AL0004|AK|Airbus A340|ACTIVE
AK0043|AL0004|AK|Boeing 787|INACTIVE
AK0044|AL0004|AK|Boeing 777|INACTIVE
AK0045|AL0004|AK|Boeing 757|ACTIVE
AK0046|AL0004|AK|Boeing 727|ACTIVE
AK0047|AL0004|AK|Airbus A340|INACTIVE
AK0048|AL0004|AK|Boeing 757|ACTIVE
AK0049|AL0004|AK|Boeing 717|INACTIVE
AK0050|AL0004|AK|Boeing 717|INACTIVE
AK0051|AL0004|AK|Boeing 757|ACTIVE
AK0052|AL0004|AK|Boeing 747|INACTIVE
AK0053|AL0004|AK|Boeing 747|INACTIVE
AK0054|AL0004|AK|Boeing 707|ACTIVE
AK0055|AL0004|AK|Boeing 737|ACTIVE
AK0056|AL0004|AK|Boeing 717|INACTIVE
AK0057|AL0004|AK|Boeing 717|ACTIVE
AK0058|AL0004|AK|Airbus A380|ACTIVE
AK0059|AL0004|AK|Airbus A321|ACTIVE
AK0060|AL0004|AK|Airbus A380|ACTIVE
BT0000|AL0005|BT|Airbus A330|ACTIVE
BT0001|AL0005|BT|Airbus A330|ACTIVE
BT0002|AL0005|BT|Boeing 757|ACTIVE
BT0003|AL0005|BT|Boeing 717|ACTIVE
BT0004|AL0005|BT|Boeing 707|ACTIVE
BT0005|AL0005|BT|Airbus A319|ACTIVE
BT0006|AL0005|BT|Boeing 707|ACTIVE
BT0007|AL0005|BT|Boeing 747|ACTIVE
BT0008|AL0005|BT|Boeing 707|INACTIVE
BT0009|AL0005|BT|Airbus A319|ACTIVE
BT0010|AL0005|BT|Boeing 727|ACTIVE
BT0011|AL0005|BT|Boeing 767|ACTIVE
BT0012|AL0005|BT|Airbus A340|ACTIVE
BT0013|AL0005|BT|Boeing 767|ACTIVE
BT0014|AL0005|BT|Boeing 747|ACTIVE
BT0015|AL0005|BT|Boeing 757|ACTIVE
BT0016|AL0005|BT|Airbus A321|INACTIVE
BT0017|AL0005|BT|Boeing 727|INACTIVE
BT0018|AL0005|BT|Boeing 767|ACTIVE
BT0019|AL0005|BT|Boeing 717|INACTIVE
BT0020|AL0005|BT|Airbus A380|INACTIVE
BT0021|AL0005|BT|Airbus A330|ACTIVE
BT0022|AL0005|BT|Airbus A321|INACTIVE
BT0023|AL0005|BT|Airbus A320|ACTIVE
BT0024|AL0005|BT|Airbus A340|ACTIVE
BT0025|AL0005|BT|Airbus A340|INACTIVE
BT0026|AL0005|BT|Boeing 707|ACTIVE
BT0027|AL0005|BT|Airbus A330|ACTIVE
BT0028|AL0005|BT|Boeing 727|INACTIVE
BT0029|AL0005|BT|Boeing 767|INACTIVE
BT0030|AL0005|BT|Boeing 707|ACTIVE
BT0031|AL0005|BT|Boeing 747|INACTIVE
BT0032|AL0005|BT|Boeing 727|INACTIVE
BT0033|AL0005|BT|Airbus A380|ACTIVE
BT0034|AL0005|BT|Boeing 787|ACTIVE
BT0035|AL0005|BT|Airbus A320|ACTIVE
BT0036|AL0005|BT|Boeing 737|ACTIVE
BT0037|AL0005|BT|Airbus A318|ACTIVE
BT0038|AL0005|BT|Airbus A310|INACTIVE
BT0039|AL0005|BT|Airbus A320|ACTIVE
BT0040|AL0005|BT|Boeing 747|ACTIVE
BT0041|AL0005|BT|Airbus A380|INACTIVE
BT0042|AL0005|BT|Airbus A321|ACTIVE
BT0043|AL0005|BT|Airbus A318|ACTIVE
BT0044|AL0005|BT|Airbus A330|ACTIVE
BT0045|AL0005|BT|Airbus A310|ACTIVE
BT0046|AL0005|BT|Airbus A318|INACTIVE
BT0047|AL0005|BT|Boeing 747|INACTIVE
BT0048|AL0005|BT|Boeing 707|ACTIVE
BT0049|AL0005|BT|Airbus A300|INACTIVE
BT0050|AL0005|BT|Boeing 707|ACTIVE
BT0051|AL0005|BT|Airbus A300|ACTIVE
BT0052|AL0005|BT|Boeing 707|ACTIVE
BT0053|AL0005|BT|Boeing 717|ACTIVE
BT0054|AL0005|BT|Airbus A310|ACTIVE
BT0055|AL0005|BT|Boeing 747|ACTIVE
BT0056|AL0005|BT|Airbus A319|INACTIVE
BT0057|AL0005|BT|Airbus A340|ACTIVE
BT0058|AL0005|BT|Boeing 747|INACTIVE
BT0059|AL0005|BT|Airbus A300|INACTIVE
BT0060|AL0005|BT|Airbus A321|ACTIVE
BT0061|AL0005|BT|Boeing 767|ACTIVE
BT0062|AL0005|BT|Airbus A340|INACTIVE
BT0063|AL0005|BT|Airbus A318|ACTIVE
BT0064|AL0005|BT|Boeing 777|INACTIVE
BT0065|AL0005|BT|Boeing 747|ACTIVE
BT0066|AL0005|BT|Airbus A318|ACTIVE
BT0067|AL0005|BT|Boeing 737|ACTIVE
BT0068|AL0005|BT|Boeing 707|INACTIVE
BT0069|AL0005|BT|Airbus A318|ACTIVE
BT0070|AL0005|BT|Boeing 727|INACTIVE
BT0071|AL0005|BT|Boeing 707|INACTIVE
BT0072|AL0005|BT|Airbus A350 XWB|ACTIVE
BT0073|AL0005|BT|Boeing 767|ACTIVE
BT0074|AL0005|BT|Airbus A350 XWB|ACTIVE
BT0075|AL0005|BT|Airbus A310|ACTIVE
BT0076|AL0005|BT|Airbus A380|ACTIVE
BT0077|AL0005|BT|Airbus A300|ACTIVE
BT0078|AL0005|BT|Airbus A319|ACTIVE
BT0079|AL0005|BT|Boeing 787|ACTIVE
BT0080|AL0005|BT|Boeing 777|ACTIVE
BT0081|AL0005|BT|Boeing 707|ACTIVE
BT0082|AL0005|BT|Airbus A380|ACTIVE
BT0083|AL0005|BT|Boeing 727|INACTIVE
BT0084|AL0005|BT|Airbus A320|ACTIVE
BT0085|AL0005|BT|Boeing 727|INACTIVE
BT0086|AL0005|BT|Airbus A310|ACTIVE
BT0087|AL0005|BT|Airbus A320|ACTIVE
BT0088|AL0005|BT|Airbus A340|INACTIVE
BT0089|AL0005|BT|Airbus A330|ACTIVE
BT0090|AL0005|BT|Airbus A321|ACTIVE
BT0091|AL0005|BT|Boeing 737|ACTIVE
BT0092|AL0005|BT|Boeing 757|INACTIVE
BT0093|AL0005|BT|Boeing 727|ACTIVE
BT0094|AL0005|BT|Boeing 727|INACTIVE
BT0095|AL0005|BT|Airbus A300|INACTIVE
BT0096|AL0005|BT|Boeing 707|ACTIVE
BT0097|AL0005|BT|Airbus A320|ACTIVE
BT0098|AL0005|BT|Boeing 707|INACTIVE
BT0099|AL0005|BT|Boeing 717|ACTIVE
BT0100|AL0005|BT|Airbus A320|INACTIVE
BT0101|AL0005|BT|Boeing 707|ACTIVE
BT0102|AL0005|BT|Airbus A310|ACTIVE
BT0103|AL0005|BT|Boeing 737|INACTIVE
BT0104|AL0005|BT|Airbus A300|ACTIVE
BT0105|AL0005|BT|Airbus A319|ACTIVE
BT0106|AL0005|BT|Airbus A320|INACTIVE
BT0107|AL0005|BT|Airbus A380|INACTIVE
BT0108|AL0005|BT|Airbus A321|ACTIVE
BT0109|AL0005|BT|Boeing 737|ACTIVE
BT0110|AL0005|BT|Boeing 737|ACTIVE
BT0111|AL0005|BT|Airbus A380|ACTIVE
BT0112|AL0005|BT|Boeing 737|ACTIVE
BT0113|AL0005|BT|Boeing 777|ACTIVE
BT0114|AL0005|BT|Boeing 727|ACTIVE
BT0115|AL0005|BT|Boeing 747|INACTIVE
BT0116|AL0005|BT|Airbus A318|INACTIVE
BT0117|AL0005|BT|Boeing 757|ACTIVE
BT0118|AL0005|BT|Boeing 787|ACTIVE
BT0119|AL0005|BT|Airbus A318|INACTIVE
BT0120|AL0005|BT|Boeing 757|ACTIVE
BT0121|AL0005|BT|Boeing 767|ACTIVE
BT0122|AL0005|BT|Airbus A350 XWB|ACTIVE
BT0123|AL0005|BT|Airbus A321|ACTIVE
BT0124|AL0005|BT|Boeing 777|ACTIVE
BT0125|AL0005|BT|Airbus A350 XWB|INACTIVE
BT0126|AL0005|BT|Airbus A321|ACTIVE
BT0127|AL0005|BT|Boeing 727|INACTIVE
BT0128|AL0005|BT|Boeing 747|INACTIVE
BT0129|AL0005|BT|Airbus A380|ACTIVE
BT0130|AL0005|BT|Boeing 707|ACTIVE
BT0131|AL0005|BT|Boeing 767|ACTIVE
BT0132|AL0005|BT|Airbus A300|ACTIVE
BT0133|AL0005|BT|Boeing 717|INACTIVE
BT0134|AL0005|BT|Airbus A330|ACTIVE
BT0135|AL0005|BT|Airbus A318|ACTIVE
BT0136|AL0005|BT|Boeing 727|ACTIVE
BT0137|AL0005|BT|Boeing 767|INACTIVE
BT0138|AL0005|BT|Airbus A318|ACTIVE
BT0139|AL0005|BT|Airbus A350 XWB|ACTIVE
BT0140|AL0005|BT|Airbus A310|ACTIVE
BT0141|AL0005|BT|Airbus A318|ACTIVE
