airlineId|aircraftId|model|status
AL0004|AK0179|Boeing 727|ACTIVE
AL0004|AK0059|AirBus A330neo|ACTIVE
AL0004|AK0273|AirBus A330neo|ACTIVE
AL0004|AK0088|AirBus A321XLR|ACTIVE
AL0004|AK0071|AirBus A319|ACTIVE
AL0004|AK0236|Boeing 767|ACTIVE
AL0004|AK0168|Boeing 727|ACTIVE
AL0004|AK0041|Boeing 767|ACTIVE
AL0004|AK0020|AirBus A320|ACTIVE
AL0004|AK0106|Boeing 737|ACTIVE
AL0004|AK0031|Boeing 747|ACTIVE
AL0004|AK0102|AirBus A321|ACTIVE
AL0004|AK0095|Boeing 717|ACTIVE
AL0004|AK0064|Boeing 707|ACTIVE
AL0004|AK0052|AirBus A321XLR|ACTIVE
AL0004|AK0283|Boeing 747|ACTIVE
AL0004|AK0167|AirBus A220|ACTIVE
AL0004|AK0106|Boeing 727|ACTIVE
AL0004|AK0174|Boeing 757|ACTIVE
AL0004|AK0287|Boeing 737|ACTIVE
AL0004|AK0205|Boeing 747|ACTIVE
AL0004|AK0285|AirBus A340|ACTIVE
AL0004|AK0059|Boeing 707|ACTIVE
AL0004|AK0087|Boeing 707|ACTIVE
AL0004|AK0182|Boeing 757|ACTIVE
AL0004|AK0054|AirBus A321|ACTIVE
AL0004|AK0062|Boeing 727|ACTIVE
AL0004|AK0043|AirBus A220|ACTIVE
AL0004|AK0019|Boeing 737|ACTIVE
AL0004|AK0081|Boeing 707|ACTIVE
AL0004|AK0004|AirBus A320|ACTIVE
AL0004|AK0117|AirBus A321XLR|ACTIVE
AL0004|AK0241|AirBus A340|ACTIVE
AL0004|AK0088|Boeing 767|ACTIVE
AL0004|AK0281|AirBus A380|ACTIVE
AL0004|AK0248|AirBus A380|ACTIVE
AL0004|AK0202|Boeing 717|ACTIVE
AL0004|AK0095|AirBus A310|ACTIVE
AL0004|AK0196|AirBus A350 XWB|ACTIVE
AL0004|AK0172|AirBus A220|ACTIVE
AL0004|AK0071|Boeing 767|ACTIVE
AL0004|AK0188|AirBus A350 XWB|ACTIVE
AL0004|AK0028|AirBus A340|ACTIVE
AL0004|AK0184|Boeing 707|ACTIVE
AL0004|AK0279|AirBus A321|ACTIVE
AL0004|AK0212|AirBus A310|ACTIVE
AL0004|AK0177|AirBus A320|ACTIVE
AL0004|AK0218|Boeing 787 Dreamliner|ACTIVE
AL0004|AK0281|Boeing 727|ACTIVE
AL0004|AK0240|AirBus A330neo|ACTIVE
AL0004|AK0098|Boeing 717|ACTIVE
AL0004|AK0198|AirBus A380|ACTIVE
AL0004|AK0229|AirBus A220|ACTIVE
AL0004|AK0252|Boeing 787 Dreamliner|ACTIVE
AL0004|AK0219|AirBus A310|ACTIVE
AL0004|AK0247|AirBus A310|ACTIVE
AL0004|AK0254|AirBus A220|ACTIVE
AL0004|AK0085|Boeing 767|ACTIVE
AL0004|AK0080|AirBus A320|ACTIVE
AL0004|AK0056|AirBus A319|ACTIVE
AL0004|AK0217|Boeing 777|ACTIVE
AL0004|AK0147|Boeing 767|ACTIVE
AL0004|AK0233|Boeing 727|ACTIVE
AL0004|AK0111|AirBus A380|ACTIVE
AL0004|AK0008|AirBus A330neo|ACTIVE
AL0004|AK0156|Boeing 767|ACTIVE
AL0004|AK0089|AirBus A321XLR|ACTIVE
AL0004|AK0145|AirBus A350 XWB|ACTIVE
AL0004|AK0218|AirBus A330neo|ACTIVE
AL0004|AK0287|AirBus A350 XWB|ACTIVE
AL0004|AK0045|AirBus A320|ACTIVE
AL0004|AK0094|Boeing 737|ACTIVE
AL0004|AK0048|AirBus A380|ACTIVE
AL0004|AK0218|AirBus A320|ACTIVE
AL0004|AK0028|AirBus A350 XWB|ACTIVE
AL0004|AK0177|AirBus A321|ACTIVE
AL0004|AK0050|AirBus A330|ACTIVE
AL0005|BT0269|Boeing 717|ACTIVE
AL0005|BT0033|Boeing 707|ACTIVE
AL0005|BT0142|AirBus A320|ACTIVE
AL0005|BT0025|AirBus A350 XWB|ACTIVE
AL0005|BT0264|Boeing 767|ACTIVE
AL0005|BT0233|Boeing 747|ACTIVE
AL0005|BT0252|Boeing 737|ACTIVE
AL0005|BT0204|AirBus A340|ACTIVE
AL0005|BT0202|AirBus A220|ACTIVE
AL0005|BT0122|Boeing 717|ACTIVE
AL0005|BT0055|AirBus A319|ACTIVE
AL0005|BT0209|Boeing 747|ACTIVE
AL0005|BT0133|AirBus A350 XWB|ACTIVE
AL0005|BT0113|Boeing 727|ACTIVE
AL0005|BT0288|Boeing 777|ACTIVE
AL0005|BT0118|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0074|Boeing 777|ACTIVE
AL0005|BT0254|Boeing 757|ACTIVE
AL0005|BT0253|AirBus A350 XWB|ACTIVE
AL0005|BT0081|AirBus A320|ACTIVE
AL0005|BT0038|AirBus A310|ACTIVE
AL0005|BT0067|Boeing 747|ACTIVE
AL0005|BT0227|AirBus A321|ACTIVE
AL0005|BT0079|Boeing 707|ACTIVE
AL0005|BT0215|AirBus A330|ACTIVE
AL0005|BT0173|AirBus A330neo|ACTIVE
AL0005|BT0236|AirBus A380|ACTIVE
AL0005|BT0236|Boeing 717|ACTIVE
AL0005|BT0115|Boeing 777|ACTIVE
AL0005|BT0107|AirBus A380|ACTIVE
AL0005|BT0038|Boeing 777|ACTIVE
AL0005|BT0172|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0074|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0280|Boeing 747|ACTIVE
AL0005|BT0041|AirBus A330|ACTIVE
AL0005|BT0070|Boeing 737|ACTIVE
AL0005|BT0007|Boeing 737|ACTIVE
AL0005|BT0153|AirBus A340|ACTIVE
AL0005|BT0067|AirBus A321XLR|ACTIVE
AL0005|BT0168|AirBus A321XLR|ACTIVE
AL0005|BT0290|Boeing 727|ACTIVE
AL0005|BT0121|Boeing 737|ACTIVE
AL0005|BT0190|AirBus A320|ACTIVE
AL0005|BT0141|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0292|Boeing 757|ACTIVE
AL0005|BT0284|Boeing 767|ACTIVE
AL0005|BT0082|AirBus A320|ACTIVE
AL0005|BT0060|Boeing 707|ACTIVE
AL0005|BT0278|AirBus A321|ACTIVE
AL0005|BT0119|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0147|AirBus A380|ACTIVE
AL0005|BT0287|AirBus A350 XWB|ACTIVE
AL0005|BT0116|AirBus A320|ACTIVE
AL0005|BT0157|Boeing 747|ACTIVE
AL0005|BT0110|AirBus A340|ACTIVE
AL0005|BT0005|Boeing 707|ACTIVE
AL0005|BT0109|Boeing 767|ACTIVE
AL0005|BT0210|AirBus A319|ACTIVE
AL0005|BT0118|Boeing 777|ACTIVE
AL0005|BT0103|AirBus A319|ACTIVE
AL0005|BT0266|Boeing 737|ACTIVE
AL0005|BT0178|AirBus A320|ACTIVE
AL0005|BT0184|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0188|AirBus A321XLR|ACTIVE
AL0005|BT0094|Boeing 747|ACTIVE
AL0005|BT0254|AirBus A380|ACTIVE
AL0005|BT0085|AirBus A321|ACTIVE
AL0005|BT0096|AirBus A310|ACTIVE
AL0005|BT0106|Boeing 767|ACTIVE
AL0005|BT0216|Boeing 717|ACTIVE
AL0005|BT0073|Boeing 707|ACTIVE
AL0005|BT0032|AirBus A330neo|ACTIVE
AL0005|BT0290|AirBus A220|ACTIVE
AL0005|BT0140|AirBus A310|ACTIVE
AL0005|BT0147|Boeing 767|ACTIVE
AL0005|BT0005|AirBus A350 XWB|ACTIVE
AL0005|BT0078|AirBus A320|ACTIVE
AL0005|BT0289|AirBus A330neo|ACTIVE
AL0005|BT0130|AirBus A340|ACTIVE
AL0005|BT0008|Boeing 757|ACTIVE
AL0005|BT0040|Boeing 747|ACTIVE
AL0005|BT0292|AirBus A350 XWB|ACTIVE
AL0005|BT0230|Boeing 757|ACTIVE
AL0005|BT0107|Boeing 737|ACTIVE
AL0005|BT0116|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0050|AirBus A321|ACTIVE
AL0005|BT0136|Boeing 747|ACTIVE
AL0005|BT0216|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0041|Boeing 767|ACTIVE
AL0005|BT0163|Boeing 717|ACTIVE
AL0005|BT0102|Boeing 727|ACTIVE
AL0005|BT0186|Boeing 777|ACTIVE
AL0005|BT0145|Boeing 767|ACTIVE
AL0005|BT0050|AirBus A380|ACTIVE
AL0005|BT0090|AirBus A321|ACTIVE
AL0005|BT0188|Boeing 757|ACTIVE
AL0005|BT0235|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0245|Boeing 757|ACTIVE
AL0005|BT0267|AirBus A340|ACTIVE
AL0005|BT0143|Boeing 727|ACTIVE
AL0005|BT0112|Boeing 787 Dreamliner|ACTIVE
AL0005|BT0158|AirBus A350 XWB|ACTIVE
AL0005|BT0045|AirBus A380|ACTIVE
AL0005|BT0063|Boeing 747|ACTIVE
AL0005|BT0001|Boeing 767|ACTIVE
AL0005|BT0114|AirBus A330|ACTIVE
AL0005|BT0269|AirBus A330neo|ACTIVE
AL0005|BT0013|Boeing 757|ACTIVE
AL0005|BT0026|AirBus A380|ACTIVE
AL0005|BT0144|Boeing 727|ACTIVE
AL0005|BT0165|AirBus A340|ACTIVE
AL0005|BT0089|Boeing 747|ACTIVE
AL0005|BT0280|AirBus A330|ACTIVE
AL0005|BT0154|Boeing 717|ACTIVE
AL0005|BT0253|AirBus A319|ACTIVE
AL0005|BT0265|AirBus A321|ACTIVE
AL0005|BT0019|Boeing 737|ACTIVE
AL0005|BT0285|AirBus A319|ACTIVE
AL0005|BT0061|Boeing 737|ACTIVE
AL0005|BT0272|AirBus A321XLR|ACTIVE
AL0005|BT0262|AirBus A380|ACTIVE
AL0005|BT0123|Boeing 747|ACTIVE
AL0005|BT0026|AirBus A330neo|ACTIVE
AL0005|BT0090|Boeing 727|ACTIVE
AL0005|BT0177|Boeing 717|ACTIVE
AL0005|BT0140|AirBus A380|ACTIVE
AL0005|BT0183|Boeing 717|ACTIVE
AL0005|BT0245|Boeing 767|ACTIVE
AL0005|BT0088|AirBus A340|ACTIVE
AL0005|BT0055|AirBus A310|ACTIVE
AL0006|AC0271|AirBus A380|ACTIVE
AL0006|AC0164|AirBus A321|ACTIVE
AL0006|AC0182|AirBus A321XLR|ACTIVE
AL0006|AC0194|AirBus A321|ACTIVE
AL0006|AC0226|Boeing 737|ACTIVE
AL0006|AC0050|Boeing 737|ACTIVE
AL0006|AC0180|AirBus A310|ACTIVE
AL0006|AC0127|AirBus A321|ACTIVE
AL0006|AC0194|AirBus A321XLR|ACTIVE
AL0006|AC0185|AirBus A319|ACTIVE
AL0006|AC0118|AirBus A380|ACTIVE
AL0006|AC0065|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0230|Boeing 727|ACTIVE
AL0006|AC0212|AirBus A340|ACTIVE
AL0006|AC0289|Boeing 777|ACTIVE
AL0006|AC0247|AirBus A350 XWB|ACTIVE
AL0006|AC0069|Boeing 767|ACTIVE
AL0006|AC0092|AirBus A310|ACTIVE
AL0006|AC0218|AirBus A321|ACTIVE
AL0006|AC0271|AirBus A320|ACTIVE
AL0006|AC0220|Boeing 747|ACTIVE
AL0006|AC0042|Boeing 727|ACTIVE
AL0006|AC0119|AirBus A319|ACTIVE
AL0006|AC0135|AirBus A320|ACTIVE
AL0006|AC0034|Boeing 777|ACTIVE
AL0006|AC0164|AirBus A340|ACTIVE
AL0006|AC0095|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0267|Boeing 757|ACTIVE
AL0006|AC0016|AirBus A320|ACTIVE
AL0006|AC0002|Boeing 757|ACTIVE
AL0006|AC0189|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0241|AirBus A319|ACTIVE
AL0006|AC0217|AirBus A330|ACTIVE
AL0006|AC0223|AirBus A350 XWB|ACTIVE
AL0006|AC0135|AirBus A310|ACTIVE
AL0006|AC0054|AirBus A320|ACTIVE
AL0006|AC0005|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0130|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0124|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0030|Boeing 707|ACTIVE
AL0006|AC0098|AirBus A340|ACTIVE
AL0006|AC0286|Boeing 727|ACTIVE
AL0006|AC0076|AirBus A380|ACTIVE
AL0006|AC0289|AirBus A220|ACTIVE
AL0006|AC0157|Boeing 717|ACTIVE
AL0006|AC0128|Boeing 767|ACTIVE
AL0006|AC0080|AirBus A330|ACTIVE
AL0006|AC0006|AirBus A321|ACTIVE
AL0006|AC0200|Boeing 767|ACTIVE
AL0006|AC0185|AirBus A330neo|ACTIVE
AL0006|AC0296|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0263|AirBus A321|ACTIVE
AL0006|AC0031|AirBus A350 XWB|ACTIVE
AL0006|AC0002|AirBus A310|ACTIVE
AL0006|AC0053|Boeing 737|ACTIVE
AL0006|AC0251|AirBus A330neo|ACTIVE
AL0006|AC0260|AirBus A330|ACTIVE
AL0006|AC0273|AirBus A350 XWB|ACTIVE
AL0006|AC0130|AirBus A320|ACTIVE
AL0006|AC0290|Boeing 757|ACTIVE
AL0006|AC0087|AirBus A319|ACTIVE
AL0006|AC0163|AirBus A321|ACTIVE
AL0006|AC0062|AirBus A220|ACTIVE
AL0006|AC0201|AirBus A380|ACTIVE
AL0006|AC0088|Boeing 707|ACTIVE
AL0006|AC0235|AirBus A350 XWB|ACTIVE
AL0006|AC0068|AirBus A319|ACTIVE
AL0006|AC0146|AirBus A321XLR|ACTIVE
AL0006|AC0051|AirBus A330|ACTIVE
AL0006|AC0089|AirBus A330neo|ACTIVE
AL0006|AC0163|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0067|AirBus A310|ACTIVE
AL0006|AC0043|AirBus A319|ACTIVE
AL0006|AC0123|Boeing 777|ACTIVE
AL0006|AC0240|AirBus A220|ACTIVE
AL0006|AC0073|AirBus A310|ACTIVE
AL0006|AC0182|AirBus A330neo|ACTIVE
AL0006|AC0238|AirBus A220|ACTIVE
AL0006|AC0238|Boeing 717|ACTIVE
AL0006|AC0006|Boeing 777|ACTIVE
AL0006|AC0104|AirBus A330|ACTIVE
AL0006|AC0046|AirBus A350 XWB|ACTIVE
AL0006|AC0000|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0049|AirBus A321|ACTIVE
AL0006|AC0200|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0053|AirBus A220|ACTIVE
AL0006|AC0168|AirBus A330|ACTIVE
AL0006|AC0162|Boeing 747|ACTIVE
AL0006|AC0291|Boeing 787 Dreamliner|ACTIVE
AL0006|AC0110|Boeing 727|ACTIVE
AL0006|AC0033|AirBus A330neo|ACTIVE
AL0006|AC0165|AirBus A319|ACTIVE
AL0006|AC0256|AirBus A380|ACTIVE
AL0006|AC0135|Boeing 777|ACTIVE
AL0006|AC0039|AirBus A321|ACTIVE
AL0006|AC0246|Boeing 707|ACTIVE
AL0006|AC0221|Boeing 737|ACTIVE
AL0006|AC0159|AirBus A319|ACTIVE
AL0006|AC0039|AirBus A380|ACTIVE
AL0006|AC0214|AirBus A321XLR|ACTIVE
AL0006|AC0217|AirBus A350 XWB|ACTIVE
AL0006|AC0187|AirBus A320|ACTIVE
AL0006|AC0226|Boeing 757|ACTIVE
AL0006|AC0061|Boeing 777|ACTIVE
AL0006|AC0222|AirBus A321XLR|ACTIVE
AL0006|AC0144|Boeing 767|ACTIVE
AL0006|AC0245|Boeing 777|ACTIVE
AL0006|AC0130|AirBus A310|ACTIVE
AL0006|AC0005|AirBus A350 XWB|ACTIVE
AL0006|AC0279|Boeing 757|ACTIVE
AL0006|AC0083|Boeing 717|ACTIVE
AL0006|AC0050|AirBus A330|ACTIVE
AL0006|AC0211|AirBus A319|ACTIVE
AL0006|AC0136|AirBus A330neo|ACTIVE
AL0006|AC0088|Boeing 747|ACTIVE
AL0006|AC0068|AirBus A321XLR|ACTIVE
AL0006|AC0083|AirBus A330neo|ACTIVE
AL0006|AC0097|AirBus A321|ACTIVE
AL0006|AC0189|AirBus A321XLR|ACTIVE
AL0006|AC0029|AirBus A380|ACTIVE
AL0006|AC0151|Boeing 757|ACTIVE
AL0006|AC0027|AirBus A320|ACTIVE
AL0006|AC0256|Boeing 737|ACTIVE
AL0006|AC0292|Boeing 757|ACTIVE
AL0006|AC0081|Boeing 727|ACTIVE
AL0006|AC0298|Boeing 737|ACTIVE
AL0006|AC0151|Boeing 747|ACTIVE
AL0006|AC0013|Boeing 717|ACTIVE
AL0006|AC0232|AirBus A220|ACTIVE
AL0006|AC0214|Boeing 717|ACTIVE
AL0007|CA0002|Boeing 727|ACTIVE
AL0007|CA0123|Boeing 707|ACTIVE
AL0007|CA0114|AirBus A330|ACTIVE
AL0007|CA0271|Boeing 767|ACTIVE
AL0007|CA0210|AirBus A330|ACTIVE
AL0007|CA0151|AirBus A320|ACTIVE
AL0007|CA0172|Boeing 737|ACTIVE
AL0007|CA0290|AirBus A321|ACTIVE
AL0007|CA0067|AirBus A350 XWB|ACTIVE
AL0007|CA0129|AirBus A320|ACTIVE
AL0007|CA0000|AirBus A330|ACTIVE
AL0007|CA0070|Boeing 757|ACTIVE
AL0007|CA0297|AirBus A321XLR|ACTIVE
AL0007|CA0169|AirBus A321|ACTIVE
AL0007|CA0092|AirBus A310|ACTIVE
AL0007|CA0106|Boeing 717|ACTIVE
AL0007|CA0192|AirBus A319|ACTIVE
AL0007|CA0286|AirBus A330neo|ACTIVE
AL0007|CA0238|Boeing 777|ACTIVE
AL0007|CA0276|AirBus A380|ACTIVE
AL0007|CA0111|AirBus A321XLR|ACTIVE
AL0007|CA0233|Boeing 727|ACTIVE
AL0007|CA0243|Boeing 707|ACTIVE
AL0007|CA0168|AirBus A319|ACTIVE
AL0007|CA0090|AirBus A319|ACTIVE
AL0007|CA0028|Boeing 747|ACTIVE
AL0007|CA0159|Boeing 767|ACTIVE
AL0007|CA0132|AirBus A340|ACTIVE
AL0007|CA0093|Boeing 727|ACTIVE
AL0007|CA0111|Boeing 747|ACTIVE
AL0007|CA0084|AirBus A310|ACTIVE
AL0007|CA0173|AirBus A320|ACTIVE
AL0007|CA0008|AirBus A319|ACTIVE
AL0007|CA0039|AirBus A220|ACTIVE
AL0007|CA0019|Boeing 787 Dreamliner|ACTIVE
AL0007|CA0223|AirBus A220|ACTIVE
AL0007|CA0076|AirBus A380|ACTIVE
AL0007|CA0124|Boeing 717|ACTIVE
AL0007|CA0242|Boeing 707|ACTIVE
AL0007|CA0022|AirBus A321XLR|ACTIVE
AL0007|CA0292|AirBus A319|ACTIVE
AL0007|CA0003|Boeing 757|ACTIVE
AL0007|CA0126|Boeing 717|ACTIVE
AL0007|CA0274|AirBus A319|ACTIVE
AL0007|CA0251|AirBus A380|ACTIVE
AL0007|CA0210|AirBus A319|ACTIVE
AL0007|CA0266|AirBus A320|ACTIVE
AL0007|CA0192|AirBus A340|ACTIVE
AL0007|CA0123|Boeing 787 Dreamliner|ACTIVE
AL0007|CA0247|AirBus A220|ACTIVE
AL0007|CA0170|AirBus A321XLR|ACTIVE
AL0007|CA0173|AirBus A330neo|ACTIVE
AL0007|CA0236|AirBus A220|ACTIVE
AL0007|CA0053|AirBus A321XLR|ACTIVE
AL0007|CA0252|AirBus A319|ACTIVE
AL0007|CA0082|Boeing 747|ACTIVE
AL0007|CA0000|AirBus A321XLR|ACTIVE
AL0007|CA0162|AirBus A220|ACTIVE
AL0007|CA0249|AirBus A340|ACTIVE
AL0007|CA0001|AirBus A380|ACTIVE
AL0007|CA0207|AirBus A350 XWB|ACTIVE
AL0007|CA0137|Boeing 707|ACTIVE
AL0007|CA0290|AirBus A319|ACTIVE
AL0007|CA0070|Boeing 747|ACTIVE
AL0007|CA0223|AirBus A321|ACTIVE
AL0007|CA0204|Boeing 757|ACTIVE
AL0007|CA0020|Boeing 767|ACTIVE
AL0007|CA0223|AirBus A321|ACTIVE
AL0007|CA0162|AirBus A321|ACTIVE
AL0007|CA0064|Boeing 767|ACTIVE
AL0007|CA0092|AirBus A380|ACTIVE
AL0007|CA0088|AirBus A321XLR|ACTIVE
AL0007|CA0163|AirBus A320|ACTIVE
AL0007|CA0147|AirBus A330|ACTIVE
AL0007|CA0294|Boeing 737|ACTIVE
AL0007|CA0136|Boeing 747|ACTIVE
AL0007|CA0115|AirBus A320|ACTIVE
AL0007|CA0133|AirBus A321|ACTIVE
AL0007|CA0099|AirBus A220|ACTIVE
AL0007|CA0055|AirBus A310|ACTIVE
AL0007|CA0198|AirBus A330neo|ACTIVE
AL0007|CA0063|Boeing 717|ACTIVE
AL0007|CA0221|Boeing 767|ACTIVE
AL0007|CA0285|AirBus A319|ACTIVE
AL0007|CA0109|Boeing 777|ACTIVE
AL0007|CA0096|AirBus A330|ACTIVE
AL0007|CA0136|AirBus A321|ACTIVE
AL0007|CA0166|Boeing 777|ACTIVE
AL0007|CA0085|AirBus A220|ACTIVE
AL0007|CA0255|Boeing 707|ACTIVE
AL0007|CA0241|AirBus A319|ACTIVE
AL0007|CA0164|Boeing 777|ACTIVE
AL0007|CA0063|Boeing 727|ACTIVE
AL0007|CA0276|Boeing 787 Dreamliner|ACTIVE
AL0007|CA0289|AirBus A350 XWB|ACTIVE
AL0007|CA0110|Boeing 747|ACTIVE
AL0007|CA0167|AirBus A321|ACTIVE
AL0007|CA0142|Boeing 707|ACTIVE
AL0007|CA0273|Boeing 747|ACTIVE
AL0007|CA0005|AirBus A330neo|ACTIVE
AL0007|CA0286|AirBus A321|ACTIVE
AL0007|CA0064|AirBus A330|ACTIVE
AL0007|CA0038|AirBus A220|ACTIVE
AL0007|CA0020|Boeing 707|ACTIVE
AL0007|CA0141|AirBus A330|ACTIVE
AL0007|CA0287|Boeing 747|ACTIVE
AL0007|CA0124|AirBus A380|ACTIVE
AL0007|CA0197|Boeing 767|ACTIVE
AL0007|CA0103|AirBus A380|ACTIVE
AL0007|CA0298|Boeing 767|ACTIVE
AL0007|CA0229|Boeing 757|ACTIVE
AL0007|CA0223|Boeing 747|ACTIVE
AL0007|CA0149|AirBus A340|ACTIVE
AL0007|CA0210|Boeing 737|ACTIVE
AL0007|CA0113|Boeing 747|ACTIVE
AL0007|CA0288|AirBus A321XLR|ACTIVE
AL0007|CA0089|Boeing 777|ACTIVE
AL0007|CA0210|AirBus A321XLR|ACTIVE
AL0007|CA0044|Boeing 707|ACTIVE
AL0007|CA0275|AirBus A330|ACTIVE
AL0007|CA0060|AirBus A340|ACTIVE
AL0007|CA0064|AirBus A310|ACTIVE
AL0007|CA0016|AirBus A321XLR|ACTIVE
AL0007|CA0176|AirBus A321XLR|ACTIVE
AL0007|CA0067|Boeing 727|ACTIVE
AL0007|CA0153|Boeing 787 Dreamliner|ACTIVE
AL0007|CA0111|AirBus A330|ACTIVE
AL0007|CA0140|AirBus A330|ACTIVE
AL0007|CA0039|AirBus A310|ACTIVE
AL0007|CA0129|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0047|AirBus A319|ACTIVE
AL0008|AF0292|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0199|AirBus A350 XWB|ACTIVE
AL0008|AF0074|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0144|AirBus A220|ACTIVE
AL0008|AF0132|AirBus A320|ACTIVE
AL0008|AF0204|AirBus A321XLR|ACTIVE
AL0008|AF0027|AirBus A350 XWB|ACTIVE
AL0008|AF0115|Boeing 747|ACTIVE
AL0008|AF0200|AirBus A321|ACTIVE
AL0008|AF0091|Boeing 767|ACTIVE
AL0008|AF0220|Boeing 707|ACTIVE
AL0008|AF0059|Boeing 707|ACTIVE
AL0008|AF0043|AirBus A350 XWB|ACTIVE
AL0008|AF0122|AirBus A330neo|ACTIVE
AL0008|AF0194|AirBus A380|ACTIVE
AL0008|AF0119|AirBus A310|ACTIVE
AL0008|AF0006|Boeing 737|ACTIVE
AL0008|AF0139|AirBus A330|ACTIVE
AL0008|AF0244|Boeing 707|ACTIVE
AL0008|AF0241|AirBus A320|ACTIVE
AL0008|AF0056|AirBus A330|ACTIVE
AL0008|AF0214|AirBus A330neo|ACTIVE
AL0008|AF0108|Boeing 747|ACTIVE
AL0008|AF0221|AirBus A340|ACTIVE
AL0008|AF0259|AirBus A330neo|ACTIVE
AL0008|AF0163|Boeing 747|ACTIVE
AL0008|AF0133|AirBus A340|ACTIVE
AL0008|AF0200|AirBus A220|ACTIVE
AL0008|AF0110|Boeing 717|ACTIVE
AL0008|AF0194|AirBus A330|ACTIVE
AL0008|AF0217|AirBus A330neo|ACTIVE
AL0008|AF0179|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0007|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0006|AirBus A319|ACTIVE
AL0008|AF0259|Boeing 707|ACTIVE
AL0008|AF0021|AirBus A321XLR|ACTIVE
AL0008|AF0090|Boeing 737|ACTIVE
AL0008|AF0230|AirBus A350 XWB|ACTIVE
AL0008|AF0039|AirBus A321XLR|ACTIVE
AL0008|AF0127|Boeing 767|ACTIVE
AL0008|AF0208|AirBus A220|ACTIVE
AL0008|AF0206|AirBus A380|ACTIVE
AL0008|AF0184|AirBus A310|ACTIVE
AL0008|AF0098|AirBus A321|ACTIVE
AL0008|AF0070|AirBus A320|ACTIVE
AL0008|AF0154|AirBus A350 XWB|ACTIVE
AL0008|AF0279|AirBus A330|ACTIVE
AL0008|AF0089|Boeing 767|ACTIVE
AL0008|AF0058|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0055|AirBus A330|ACTIVE
AL0008|AF0133|Boeing 777|ACTIVE
AL0008|AF0184|Boeing 777|ACTIVE
AL0008|AF0006|Boeing 767|ACTIVE
AL0008|AF0028|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0268|Boeing 747|ACTIVE
AL0008|AF0250|Boeing 757|ACTIVE
AL0008|AF0118|Boeing 767|ACTIVE
AL0008|AF0058|AirBus A330neo|ACTIVE
AL0008|AF0109|Boeing 707|ACTIVE
AL0008|AF0071|Boeing 757|ACTIVE
AL0008|AF0202|AirBus A320|ACTIVE
AL0008|AF0284|AirBus A321XLR|ACTIVE
AL0008|AF0151|AirBus A380|ACTIVE
AL0008|AF0048|Boeing 747|ACTIVE
AL0008|AF0041|Boeing 787 Dreamliner|ACTIVE
AL0008|AF0281|Boeing 727|ACTIVE
AL0008|AF0151|Boeing 777|ACTIVE
AL0008|AF0285|AirBus A340|ACTIVE
AL0008|AF0224|AirBus A220|ACTIVE
AL0008|AF0049|Boeing 727|ACTIVE
AL0008|AF0077|Boeing 717|ACTIVE
AL0008|AF0084|Boeing 717|ACTIVE
AL0008|AF0265|Boeing 757|ACTIVE
AL0008|AF0002|Boeing 757|ACTIVE
AL0008|AF0076|AirBus A310|ACTIVE
AL0008|AF0032|AirBus A220|ACTIVE
AL0008|AF0156|Boeing 727|ACTIVE
AL0008|AF0205|Boeing 767|ACTIVE
AL0008|AF0156|AirBus A340|ACTIVE
AL0008|AF0025|Boeing 757|ACTIVE
AL0008|AF0258|Boeing 717|ACTIVE
AL0008|AF0265|AirBus A350 XWB|ACTIVE
AL0008|AF0136|AirBus A220|ACTIVE
AL0008|AF0209|AirBus A380|ACTIVE
AL0008|AF0040|AirBus A321XLR|ACTIVE
AL0008|AF0218|Boeing 757|ACTIVE
AL0008|AF0157|Boeing 757|ACTIVE
AL0008|AF0196|Boeing 717|ACTIVE
AL0008|AF0028|Boeing 737|ACTIVE
AL0008|AF0159|AirBus A330neo|ACTIVE
AL0008|AF0146|AirBus A340|ACTIVE
AL0008|AF0157|AirBus A310|ACTIVE
AL0008|AF0057|AirBus A350 XWB|ACTIVE
